[29-Dec-2015 17:35:46 UTC] PHP Warning:  Phalcon\Loader::autoLoad(C:\sites\help_desk\app\controllers\ControllerBase.php): failed to open stream: Permission denied in C:\sites\help_desk\app\controllers\IndexController.php on line 5
[30-Dec-2015 17:44:19 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:44:41 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:44:42 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:44:43 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:44:49 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 21
[30-Dec-2015 17:44:53 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:44:54 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:44:55 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:44:55 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:44:56 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:45:26 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:45:40 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:45:40 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:45:40 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:50:25 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:50:25 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:50:26 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:50:36 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:50:36 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:50:37 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:52:08 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:52:13 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:52:14 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:52:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:52:24 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:52:24 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:52:24 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:53:09 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:53:09 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:53:09 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:53:50 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:53:50 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:53:50 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:54:06 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:54:06 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:54:08 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:55:54 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:56:10 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:56:10 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:56:10 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:58:09 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:58:12 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:58:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:58:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:58:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:02 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:35 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 21
[30-Dec-2015 17:59:38 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:39 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:40 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:40 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:41 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:48 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:48 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:49 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:51 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:51 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:52 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:56 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:57 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 17:59:57 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:03 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:03 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:04 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:04 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:04 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:05 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:28 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:28 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:29 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:30 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:32 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:32 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:33 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:33 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:00:33 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:01:23 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:01:24 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:02:03 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:02:03 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:02:15 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:02:15 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:04:05 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:04:59 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 21
[30-Dec-2015 18:12:02 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:12:03 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:12:06 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:12:08 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:12:08 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:14:12 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:14:18 America/Sao_Paulo] PHP Notice:  Undefined index: ordem_prioridade in C:\sites\help_desk\app\models\Atendimento.php on line 38
[30-Dec-2015 18:14:20 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:39 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:40 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:42 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:43 America/Sao_Paulo] PHP Fatal error:  Call to a member function getSituacao() on boolean in C:\sites\help_desk\app\cache\c__sites_help_desk_app_views_chamado_interagir.volt.php on line 110
[30-Dec-2015 18:17:44 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:46 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:48 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:48 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:50 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:52 America/Sao_Paulo] PHP Fatal error:  Call to a member function getSituacao() on boolean in C:\sites\help_desk\app\cache\c__sites_help_desk_app_views_chamado_interagir.volt.php on line 110
[30-Dec-2015 18:17:53 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:54 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:56 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:17:56 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:19:02 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:20:45 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:22:04 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:27:23 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:28:37 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:29:15 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:29:21 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:29:56 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:30:20 America/Sao_Paulo] PHP Parse error:  syntax error, unexpected ')' in C:\sites\help_desk\app\controllers\ChamadoController.php on line 72
[30-Dec-2015 18:30:20 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:31:05 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:31:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:31:21 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:32:33 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:32:34 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:32:35 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:32:36 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:32:36 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:32:45 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:33:58 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:34:08 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:34:16 America/Sao_Paulo] PHP Warning:  explode() expects at least 2 parameters, 1 given in C:\sites\help_desk\app\controllers\ChamadoController.php on line 76
[30-Dec-2015 18:34:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:34:26 America/Sao_Paulo] PHP Warning:  explode(): Empty delimiter in C:\sites\help_desk\app\controllers\ChamadoController.php on line 76
[30-Dec-2015 18:34:26 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:34:40 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[30-Dec-2015 18:34:47 America/Sao_Paulo] PHP Notice:  Undefined offset: 1 in C:\sites\help_desk\app\controllers\ChamadoController.php on line 77
[30-Dec-2015 18:34:47 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[02-Jan-2016 21:30:02 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[02-Jan-2016 21:30:28 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[02-Jan-2016 21:30:28 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[02-Jan-2016 21:42:39 America/Sao_Paulo] PHP Notice:  Access to undefined property Cliente in C:\sites\help_desk\app\controllers\ChamadoController.php on line 19
[02-Jan-2016 21:42:39 America/Sao_Paulo] PHP Fatal error:  Call to a member function getChamadoOrdemPrioridade() on null in C:\sites\help_desk\app\controllers\ChamadoController.php on line 19
[04-Jan-2016 08:53:02 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 21
[04-Jan-2016 08:53:11 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 08:53:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getSituacao() on boolean in C:\sites\help_desk\app\cache\c__sites_help_desk_app_views_chamado_interagir.volt.php on line 110
[04-Jan-2016 08:53:18 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 08:53:22 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 08:53:27 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 08:53:29 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 09:25:34 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 21
[04-Jan-2016 09:27:12 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 09:41:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 09:41:19 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:03:49 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:04:33 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:05:49 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:06:34 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:07:05 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:22:20 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:23:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:29:11 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:29:11 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:29:17 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:29:21 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:29:21 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:29:23 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:29:39 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:29:39 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:34:55 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:35:36 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:35:38 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:35:38 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:35:51 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:36:08 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:36:11 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 10:36:11 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
[04-Jan-2016 11:24:10 America/Sao_Paulo] PHP Fatal error:  Call to a member function getName() on null in C:\sites\help_desk\app\controllers\ControllerBase.php on line 18
